country,origin,year,month,ym,number,dum
Germany,Guinea,2018,9,2018-09,203,-0
Germany,Guinea-Bissau,2018,9,2018-09,9,-0
Germany,India,2018,9,2018-09,54,-0
Germany,Iran (Islamic Rep. of),2018,9,2018-09,1133,-0
Germany,Iraq,2018,9,2018-09,1058,-0
Germany,Jordan,2018,9,2018-09,16,-0
Germany,Kazakhstan,2018,9,2018-09,6,-0
Germany,Kenya,2018,9,2018-09,19,-0
Germany,Kyrgyzstan,2018,9,2018-09,6,-0
Germany,Lebanon,2018,9,2018-09,58,-0
Germany,Liberia,2018,9,2018-09,15,-0
Germany,Libya,2018,9,2018-09,66,-0
Germany,Mali,2018,9,2018-09,13,-0
Germany,Mongolia,2018,9,2018-09,12,-0
Germany,Montenegro,2018,9,2018-09,7,-0
Germany,Morocco,2018,9,2018-09,66,-0
Germany,Myanmar,2018,9,2018-09,16,-0
Germany,Niger,2018,9,2018-09,9,-0
Germany,Nigeria,2018,9,2018-09,616,-0
Germany,Pakistan,2018,9,2018-09,175,-0
Germany,Rep. of Moldova,2018,9,2018-09,103,-0
Germany,Russian Federation,2018,9,2018-09,392,-0
Germany,Rwanda,2018,9,2018-09,11,-0
Germany,Saudi Arabia,2018,9,2018-09,9,-0
Germany,Senegal,2018,9,2018-09,19,-0
Germany,Serbia and Kosovo: S/RES/1244 (1999),2018,9,2018-09,108,-0
Germany,Sierra Leone,2018,9,2018-09,21,-0
Germany,Somalia,2018,9,2018-09,301,-0
Germany,Sri Lanka,2018,9,2018-09,20,-0
Germany,Stateless,2018,9,2018-09,69,-0
Germany,Sudan,2018,9,2018-09,36,-0
Germany,Syrian Arab Rep.,2018,9,2018-09,2696,-0
Germany,Tajikistan,2018,9,2018-09,28,-0
Germany,The former Yugoslav Rep. of Macedonia,2018,9,2018-09,82,-0
Germany,Togo,2018,9,2018-09,13,-0
Germany,Tunisia,2018,9,2018-09,38,-0
Germany,Turkey,2018,9,2018-09,1057,-0
Germany,Uganda,2018,9,2018-09,5,-0
Germany,Ukraine,2018,9,2018-09,74,-0
Germany,United Rep. of Tanzania,2018,9,2018-09,5,-0
Germany,Various/unknown,2018,9,2018-09,354,-0
Germany,Venezuela (Bolivarian Republic of),2018,9,2018-09,29,-0
Germany,Viet Nam,2018,9,2018-09,47,-0
Germany,Yemen,2018,9,2018-09,46,-0
Germany,Zimbabwe,2018,9,2018-09,6,-0
Germany,Afghanistan,2013,10,2013-10,688,-
Germany,Albania,2013,10,2013-10,170,-
Germany,Algeria,2013,10,2013-10,158,-
Germany,Angola,2013,10,2013-10,17,-
Germany,Armenia,2013,10,2013-10,135,-
Germany,Azerbaijan,2013,10,2013-10,154,-
Germany,Bahrain,2013,10,2013-10,1,-
Germany,Bangladesh,2013,10,2013-10,94,-
Germany,Belarus,2013,10,2013-10,9,-
Germany,Benin,2013,10,2013-10,17,-
Germany,Bhutan,2013,10,2013-10,2,-
Germany,Bosnia and Herzegovina,2013,10,2013-10,573,-
Germany,Brazil,2013,10,2013-10,1,-
Germany,Bulgaria,2013,10,2013-10,4,-
Germany,Burkina Faso,2013,10,2013-10,23,-
Germany,Burundi,2013,10,2013-10,1,-
Germany,Cameroon,2013,10,2013-10,36,-
Germany,Chad,2013,10,2013-10,12,-
Germany,China,2013,10,2013-10,42,-
Germany,Colombia,2013,10,2013-10,2,-
Germany,Comoros,2013,10,2013-10,1,-
Germany,Congo,2013,10,2013-10,6,-
Germany,Croatia,2013,10,2013-10,6,-
Germany,Cuba,2013,10,2013-10,13,-
Germany,Côte d'Ivoire,2013,10,2013-10,21,-
Germany,Dem. People's Rep. of Korea,2013,10,2013-10,5,-
Germany,Dem. Rep. of the Congo,2013,10,2013-10,15,-
Germany,Egypt,2013,10,2013-10,645,-
Germany,Eritrea,2013,10,2013-10,706,-
Germany,Estonia,2013,10,2013-10,1,-
Germany,Ethiopia,2013,10,2013-10,97,-
Germany,Gabon,2013,10,2013-10,1,-
Germany,Gambia,2013,10,2013-10,77,-
Germany,Georgia,2013,10,2013-10,224,-
Germany,Ghana,2013,10,2013-10,56,-
Germany,Greece,2013,10,2013-10,1,-
Germany,Guinea,2013,10,2013-10,158,-
Germany,Guinea-Bissau,2013,10,2013-10,16,-
Germany,Hungary,2013,10,2013-10,1,-
Germany,India,2013,10,2013-10,111,-
Germany,Indonesia,2013,10,2013-10,2,-
Germany,Iran (Islamic Rep. of),2013,10,2013-10,533,-
Germany,Iraq,2013,10,2013-10,406,-
Germany,Israel,2013,10,2013-10,1,-
Germany,Italy,2013,10,2013-10,1,-
Germany,Japan,2013,10,2013-10,1,-
Germany,Jordan,2013,10,2013-10,9,-
Germany,Kazakhstan,2013,10,2013-10,13,-
Germany,Kenya,2013,10,2013-10,16,-
Germany,Kyrgyzstan,2013,10,2013-10,9,-
Germany,Lebanon,2013,10,2013-10,57,-
Germany,Liberia,2013,10,2013-10,6,-
Germany,Libya,2013,10,2013-10,21,-
Germany,Mali,2013,10,2013-10,46,-
Germany,Mauritania,2013,10,2013-10,16,-
Germany,Mongolia,2013,10,2013-10,29,-
Germany,Montenegro,2013,10,2013-10,18,-
Germany,Morocco,2013,10,2013-10,119,-
Germany,Myanmar,2013,10,2013-10,15,-
Germany,Nepal,2013,10,2013-10,1,-
Germany,Nicaragua,2013,10,2013-10,1,-
Germany,Niger,2013,10,2013-10,6,-
Germany,Nigeria,2013,10,2013-10,225,-
Germany,Pakistan,2013,10,2013-10,445,-
Germany,Poland,2013,10,2013-10,3,-
Germany,Rep. of Moldova,2013,10,2013-10,11,-
Germany,Romania,2013,10,2013-10,1,-
Germany,Russian Federation,2013,10,2013-10,513,-
Germany,Rwanda,2013,10,2013-10,1,-
Germany,Senegal,2013,10,2013-10,72,-
Germany,Serbia and Kosovo: S/RES/1244 (1999),2013,10,2013-10,1983,-
Germany,Sierra Leone,2013,10,2013-10,18,-
Germany,Somalia,2013,10,2013-10,558,-
Germany,South Sudan,2013,10,2013-10,3,-
Germany,Spain,2013,10,2013-10,2,-
Germany,Sri Lanka,2013,10,2013-10,58,-
Germany,Stateless,2013,10,2013-10,122,-
Germany,Sudan,2013,10,2013-10,46,-
Germany,Syrian Arab Rep.,2013,10,2013-10,1641,-
Germany,Tajikistan,2013,10,2013-10,20,-
Germany,The former Yugoslav Rep. of Macedonia,2013,10,2013-10,1009,-
Germany,Togo,2013,10,2013-10,13,-
Germany,Tunisia,2013,10,2013-10,62,-
Germany,Turkey,2013,10,2013-10,140,-
Germany,Turkmenistan,2013,10,2013-10,18,-
Germany,Uganda,2013,10,2013-10,5,-
Germany,Ukraine,2013,10,2013-10,21,-
Germany,United States of America,2013,10,2013-10,2,-
Germany,Uzbekistan,2013,10,2013-10,1,-
Germany,Various/unknown,2013,10,2013-10,592,-
Germany,Venezuela (Bolivarian Republic of),2013,10,2013-10,1,-
Germany,Viet Nam,2013,10,2013-10,60,-
Germany,Yemen,2013,10,2013-10,7,-
Germany,Zimbabwe,2013,10,2013-10,6,-
Germany,Afghanistan,2014,10,2014-10,892,-
Germany,Albania,2014,10,2014-10,585,-
Germany,Algeria,2014,10,2014-10,186,-
Germany,Angola,2014,10,2014-10,8,-
Germany,Armenia,2014,10,2014-10,214,-
Germany,Azerbaijan,2014,10,2014-10,118,-
Germany,Bahrain,2014,10,2014-10,1,-
Germany,Bangladesh,2014,10,2014-10,76,-
Germany,Belarus,2014,10,2014-10,16,-
Germany,Benin,2014,10,2014-10,29,-
Germany,Bosnia and Herzegovina,2014,10,2014-10,627,-
Germany,Burkina Faso,2014,10,2014-10,9,-
Germany,Cambodia,2014,10,2014-10,1,-
Germany,Cameroon,2014,10,2014-10,32,-
Germany,Central African Rep.,2014,10,2014-10,2,-
Germany,Chad,2014,10,2014-10,4,-
Germany,China,2014,10,2014-10,51,-
Germany,Colombia,2014,10,2014-10,1,-
Germany,Comoros,2014,10,2014-10,3,-
Germany,Congo,2014,10,2014-10,8,-
Germany,Cuba,2014,10,2014-10,12,-
Germany,Cyprus,2014,10,2014-10,1,-
Germany,Côte d'Ivoire,2014,10,2014-10,9,-
Germany,Dem. Rep. of the Congo,2014,10,2014-10,14,-
Germany,Djibouti,2014,10,2014-10,3,-
Germany,Dominican Rep.,2014,10,2014-10,3,-
Germany,Egypt,2014,10,2014-10,86,-
Germany,El Salvador,2014,10,2014-10,4,-
Germany,Eritrea,2014,10,2014-10,1518,-
Germany,Ethiopia,2014,10,2014-10,155,-
Germany,Gambia,2014,10,2014-10,145,-
Germany,Georgia,2014,10,2014-10,229,-
Germany,Ghana,2014,10,2014-10,101,-
Germany,Guinea,2014,10,2014-10,79,-
Germany,Guinea-Bissau,2014,10,2014-10,31,-
Germany,Honduras,2014,10,2014-10,1,-
Germany,India,2014,10,2014-10,146,-
Germany,Iran (Islamic Rep. of),2014,10,2014-10,380,-
Germany,Iraq,2014,10,2014-10,636,-
Germany,Italy,2014,10,2014-10,4,-
Germany,Jamaica,2014,10,2014-10,1,-
Germany,Jordan,2014,10,2014-10,13,-
Germany,Kazakhstan,2014,10,2014-10,19,-
Germany,Kenya,2014,10,2014-10,8,-
Germany,Kuwait,2014,10,2014-10,1,-
Germany,Kyrgyzstan,2014,10,2014-10,9,-
Germany,Lebanon,2014,10,2014-10,77,-
Germany,Liberia,2014,10,2014-10,4,-
Germany,Libya,2014,10,2014-10,75,-
Germany,Mali,2014,10,2014-10,42,-
Germany,Mauritania,2014,10,2014-10,5,-
Germany,Mongolia,2014,10,2014-10,32,-
Germany,Montenegro,2014,10,2014-10,107,-
Germany,Morocco,2014,10,2014-10,159,-
Germany,Mozambique,2014,10,2014-10,1,-
Germany,Myanmar,2014,10,2014-10,3,-
Germany,Nepal,2014,10,2014-10,1,-
Germany,Niger,2014,10,2014-10,8,-
Germany,Nigeria,2014,10,2014-10,364,-
Germany,Pakistan,2014,10,2014-10,318,-
Germany,Rep. of Moldova,2014,10,2014-10,30,-
Germany,Russian Federation,2014,10,2014-10,374,-
Germany,Rwanda,2014,10,2014-10,2,-
Germany,Saudi Arabia,2014,10,2014-10,1,-
Germany,Senegal,2014,10,2014-10,43,-
Germany,Serbia and Kosovo: S/RES/1244 (1999),2014,10,2014-10,2963,-
Germany,Sierra Leone,2014,10,2014-10,15,-
Germany,Somalia,2014,10,2014-10,439,-
Germany,South Africa,2014,10,2014-10,1,-
Germany,Sri Lanka,2014,10,2014-10,26,-
Germany,Stateless,2014,10,2014-10,164,-
Germany,Sudan,2014,10,2014-10,53,-
Germany,Syrian Arab Rep.,2014,10,2014-10,5219,-
Germany,Tajikistan,2014,10,2014-10,32,-
Germany,The former Yugoslav Rep. of Macedonia,2014,10,2014-10,605,-
Germany,Togo,2014,10,2014-10,7,-
Germany,Tunisia,2014,10,2014-10,65,-
Germany,Turkey,2014,10,2014-10,119,-
Germany,Turkmenistan,2014,10,2014-10,30,-
Germany,Uganda,2014,10,2014-10,4,-
Germany,Ukraine,2014,10,2014-10,574,-
Germany,United Rep. of Tanzania,2014,10,2014-10,5,-
Germany,Uzbekistan,2014,10,2014-10,3,-
Germany,Various/unknown,2014,10,2014-10,728,-
Germany,Viet Nam,2014,10,2014-10,51,-
Germany,Yemen,2014,10,2014-10,10,-
Germany,Zambia,2014,10,2014-10,1,-
Germany,Zimbabwe,2014,10,2014-10,1,-
Germany,Afghanistan,2015,10,2015-10,5044,-
Germany,Albania,2015,10,2015-10,4659,-
Germany,Algeria,2015,10,2015-10,180,-
Germany,Angola,2015,10,2015-10,3,-
Germany,Argentina,2015,10,2015-10,1,-
Germany,Armenia,2015,10,2015-10,149,-
Germany,Azerbaijan,2015,10,2015-10,96,-
Germany,Bangladesh,2015,10,2015-10,156,-
Germany,Belarus,2015,10,2015-10,35,-
Germany,Benin,2015,10,2015-10,26,-
Germany,Bosnia and Herzegovina,2015,10,2015-10,313,-
Germany,Burkina Faso,2015,10,2015-10,32,-
Germany,Burundi,2015,10,2015-10,2,-
Germany,Cameroon,2015,10,2015-10,90,-
Germany,Central African Rep.,2015,10,2015-10,1,-
Germany,Chad,2015,10,2015-10,11,-
Germany,China,2015,10,2015-10,58,-
Germany,Congo,2015,10,2015-10,3,-
Germany,Croatia,2015,10,2015-10,1,-
Germany,Cuba,2015,10,2015-10,8,-
Germany,Côte d'Ivoire,2015,10,2015-10,60,-
Germany,Dem. People's Rep. of Korea,2015,10,2015-10,6,-
Germany,Dem. Rep. of the Congo,2015,10,2015-10,7,-
Germany,Djibouti,2015,10,2015-10,2,-
Germany,Egypt,2015,10,2015-10,84,-
Germany,El Salvador,2015,10,2015-10,1,-
Germany,Equatorial Guinea,2015,10,2015-10,1,-
Germany,Eritrea,2015,10,2015-10,1404,-
Germany,Ethiopia,2015,10,2015-10,239,-
Germany,France,2015,10,2015-10,1,-
Germany,Gambia,2015,10,2015-10,488,-
Germany,Georgia,2015,10,2015-10,173,-
Germany,Ghana,2015,10,2015-10,71,-
Germany,Greece,2015,10,2015-10,2,-
Germany,Guinea,2015,10,2015-10,62,-
Germany,Guinea-Bissau,2015,10,2015-10,45,-
Germany,Haiti,2015,10,2015-10,1,-
Germany,Honduras,2015,10,2015-10,1,-
Germany,India,2015,10,2015-10,157,-
Germany,Indonesia,2015,10,2015-10,1,-
Germany,Iran (Islamic Rep. of),2015,10,2015-10,585,-
Germany,Iraq,2015,10,2015-10,4540,-
Germany,Israel,2015,10,2015-10,1,-
Germany,Jordan,2015,10,2015-10,7,-
Germany,Kazakhstan,2015,10,2015-10,4,-
Germany,Kenya,2015,10,2015-10,10,-
Germany,Kyrgyzstan,2015,10,2015-10,8,-
Germany,Lebanon,2015,10,2015-10,108,-
Germany,Liberia,2015,10,2015-10,9,-
Germany,Libya,2015,10,2015-10,89,-
Germany,Mali,2015,10,2015-10,41,-
Germany,Mauritania,2015,10,2015-10,8,-
Germany,Mongolia,2015,10,2015-10,5,-
Germany,Montenegro,2015,10,2015-10,102,-
Germany,Morocco,2015,10,2015-10,109,-
Germany,Myanmar,2015,10,2015-10,7,-
Germany,Nepal,2015,10,2015-10,2,-
Germany,Niger,2015,10,2015-10,13,-
Germany,Nigeria,2015,10,2015-10,340,-
Germany,Pakistan,2015,10,2015-10,1121,-
Germany,Philippines,2015,10,2015-10,3,-
Germany,Rep. of Moldova,2015,10,2015-10,164,-
Germany,Russian Federation,2015,10,2015-10,627,-
Germany,Rwanda,2015,10,2015-10,3,-
Germany,Saudi Arabia,2015,10,2015-10,2,-
Germany,Senegal,2015,10,2015-10,34,-
Germany,Serbia and Kosovo: S/RES/1244 (1999),2015,10,2015-10,1739,-
Germany,Sierra Leone,2015,10,2015-10,27,-
Germany,Somalia,2015,10,2015-10,452,-
Germany,South Africa,2015,10,2015-10,1,-
Germany,South Sudan,2015,10,2015-10,2,-
Germany,Spain,2015,10,2015-10,1,-
Germany,Sri Lanka,2015,10,2015-10,22,-
Germany,Stateless,2015,10,2015-10,644,-
Germany,Sudan,2015,10,2015-10,46,-
Germany,Sweden,2015,10,2015-10,1,-
Germany,Syrian Arab Rep.,2015,10,2015-10,30216,-
Germany,Tajikistan,2015,10,2015-10,10,-
Germany,The former Yugoslav Rep. of Macedonia,2015,10,2015-10,755,-
Germany,Togo,2015,10,2015-10,34,-
Germany,Tunisia,2015,10,2015-10,54,-
Germany,Turkey,2015,10,2015-10,103,-
Germany,Turkmenistan,2015,10,2015-10,31,-
Germany,Uganda,2015,10,2015-10,2,-
Germany,Ukraine,2015,10,2015-10,343,-
Germany,United Arab Emirates,2015,10,2015-10,2,-
Germany,United Rep. of Tanzania,2015,10,2015-10,3,-
Germany,United States of America,2015,10,2015-10,1,-
Germany,Various/unknown,2015,10,2015-10,1951,-
Germany,Venezuela (Bolivarian Republic of),2015,10,2015-10,1,-
Germany,Viet Nam,2015,10,2015-10,55,-
Germany,Yemen,2015,10,2015-10,21,-
Germany,Afghanistan,2016,10,2016-10,5622,-
Germany,Albania,2016,10,2016-10,721,-
Germany,Algeria,2016,10,2016-10,242,-
Germany,Angola,2016,10,2016-10,30,-
Germany,Armenia,2016,10,2016-10,666,-
Germany,Azerbaijan,2016,10,2016-10,714,-
Germany,Bahrain,2016,10,2016-10,4,-
Germany,Bangladesh,2016,10,2016-10,160,-
Germany,Belarus,2016,10,2016-10,30,-
Germany,Benin,2016,10,2016-10,16,-
Germany,Bhutan,2016,10,2016-10,1,-
Germany,Bosnia and Herzegovina,2016,10,2016-10,106,-
Germany,Burkina Faso,2016,10,2016-10,30,-
Germany,Burundi,2016,10,2016-10,2,-
Germany,Cameroon,2016,10,2016-10,152,-
Germany,Central African Rep.,2016,10,2016-10,1,-
Germany,Chad,2016,10,2016-10,14,-
Germany,China,2016,10,2016-10,144,-
Germany,Congo,2016,10,2016-10,20,-
Germany,Croatia,2016,10,2016-10,3,-
Germany,Cuba,2016,10,2016-10,6,-
Germany,Côte d'Ivoire,2016,10,2016-10,168,-
Germany,Dem. People's Rep. of Korea,2016,10,2016-10,1,-
Germany,Dem. Rep. of the Congo,2016,10,2016-10,38,-
Germany,Djibouti,2016,10,2016-10,3,-
Germany,Dominican Rep.,2016,10,2016-10,1,-
Germany,Egypt,2016,10,2016-10,104,-
Germany,Eritrea,2016,10,2016-10,1757,-
Germany,Ethiopia,2016,10,2016-10,436,-
Germany,France,2016,10,2016-10,1,-
Germany,Gabon,2016,10,2016-10,6,-
Germany,Gambia,2016,10,2016-10,277,-
Germany,Georgia,2016,10,2016-10,326,-
Germany,Ghana,2016,10,2016-10,226,-
Germany,Greece,2016,10,2016-10,1,-
Germany,Guinea,2016,10,2016-10,524,-
Germany,Guinea-Bissau,2016,10,2016-10,44,-
Germany,Haiti,2016,10,2016-10,1,-
Germany,India,2016,10,2016-10,413,-
Germany,Iran (Islamic Rep. of),2016,10,2016-10,1792,-
Germany,Iraq,2016,10,2016-10,3190,-
Germany,Italy,2016,10,2016-10,3,-
Germany,Jamaica,2016,10,2016-10,6,-
Germany,Jordan,2016,10,2016-10,14,-
Germany,Kazakhstan,2016,10,2016-10,2,-
Germany,Kenya,2016,10,2016-10,21,-
Germany,Kuwait,2016,10,2016-10,3,-
Germany,Kyrgyzstan,2016,10,2016-10,34,-
Germany,Lebanon,2016,10,2016-10,214,-
Germany,Liberia,2016,10,2016-10,14,-
Germany,Libya,2016,10,2016-10,121,-
Germany,Mali,2016,10,2016-10,112,-
Germany,Mauritania,2016,10,2016-10,9,-
Germany,Mongolia,2016,10,2016-10,73,-
Germany,Montenegro,2016,10,2016-10,44,-
Germany,Morocco,2016,10,2016-10,252,-
Germany,Myanmar,2016,10,2016-10,12,-
Germany,Nepal,2016,10,2016-10,7,-
Germany,Nicaragua,2016,10,2016-10,2,-
Germany,Niger,2016,10,2016-10,10,-
Germany,Nigeria,2016,10,2016-10,929,-
Germany,Pakistan,2016,10,2016-10,721,-
Germany,Philippines,2016,10,2016-10,1,-
Germany,Rep. of Korea,2016,10,2016-10,2,-
Germany,Rep. of Moldova,2016,10,2016-10,215,-
Germany,Russian Federation,2016,10,2016-10,686,-
Germany,Rwanda,2016,10,2016-10,3,-
Germany,Saudi Arabia,2016,10,2016-10,4,-
Germany,Senegal,2016,10,2016-10,44,-
Germany,Serbia and Kosovo: S/RES/1244 (1999),2016,10,2016-10,483,-
Germany,Sierra Leone,2016,10,2016-10,57,-
Germany,Somalia,2016,10,2016-10,955,-
Germany,South Africa,2016,10,2016-10,3,-
Germany,South Sudan,2016,10,2016-10,10,-
Germany,Spain,2016,10,2016-10,1,-
Germany,Sri Lanka,2016,10,2016-10,49,-
Germany,Stateless,2016,10,2016-10,227,-
Germany,Sudan,2016,10,2016-10,226,-
Germany,Syrian Arab Rep.,2016,10,2016-10,6832,-
Germany,Tajikistan,2016,10,2016-10,214,-
Germany,The former Yugoslav Rep. of Macedonia,2016,10,2016-10,265,-
Germany,Togo,2016,10,2016-10,21,-
Germany,Tunisia,2016,10,2016-10,59,-
Germany,Turkey,2016,10,2016-10,586,-
Germany,Turkmenistan,2016,10,2016-10,10,-
Germany,Uganda,2016,10,2016-10,7,-
Germany,Ukraine,2016,10,2016-10,125,-
Germany,United Rep. of Tanzania,2016,10,2016-10,9,-
Germany,United States of America,2016,10,2016-10,1,-
Germany,Uruguay,2016,10,2016-10,4,-
Germany,Uzbekistan,2016,10,2016-10,14,-
Germany,Various/unknown,2016,10,2016-10,570,-
Germany,Venezuela (Bolivarian Republic of),2016,10,2016-10,16,-
Germany,Viet Nam,2016,10,2016-10,39,-
Germany,Yemen,2016,10,2016-10,19,-
Germany,Zimbabwe,2016,10,2016-10,39,-
Germany,Afghanistan,2017,10,2017-10,1008,-
Germany,Albania,2017,10,2017-10,200,-
Germany,Algeria,2017,10,2017-10,153,-
Germany,Angola,2017,10,2017-10,22,-
Germany,Armenia,2017,10,2017-10,194,-
Germany,Azerbaijan,2017,10,2017-10,239,-
Germany,Bangladesh,2017,10,2017-10,28,-
Germany,Belarus,2017,10,2017-10,15,-
Germany,Benin,2017,10,2017-10,13,-
Germany,Bosnia and Herzegovina,2017,10,2017-10,44,-
Germany,Burkina Faso,2017,10,2017-10,15,-
Germany,Cameroon,2017,10,2017-10,105,-
Germany,Chad,2017,10,2017-10,11,-
Germany,China,2017,10,2017-10,43,-
Germany,Cuba,2017,10,2017-10,5,-
Germany,Côte d'Ivoire,2017,10,2017-10,74,-
Germany,Dem. Rep. of the Congo,2017,10,2017-10,21,-
Germany,Egypt,2017,10,2017-10,81,-
Germany,Eritrea,2017,10,2017-10,658,-
Germany,Ethiopia,2017,10,2017-10,98,-
Germany,Gabon,2017,10,2017-10,7,-
Germany,Gambia,2017,10,2017-10,198,-
Germany,Georgia,2017,10,2017-10,323,-
Germany,Ghana,2017,10,2017-10,62,-
Germany,Guinea,2017,10,2017-10,226,-
Germany,Guinea-Bissau,2017,10,2017-10,10,-
Germany,India,2017,10,2017-10,98,-
Germany,Iran (Islamic Rep. of),2017,10,2017-10,709,-
Germany,Iraq,2017,10,2017-10,2011,-
Germany,Jamaica,2017,10,2017-10,12,-
Germany,Jordan,2017,10,2017-10,9,-
Germany,Kazakhstan,2017,10,2017-10,6,-
Germany,Kenya,2017,10,2017-10,35,-
Germany,Kyrgyzstan,2017,10,2017-10,8,-
Germany,Lebanon,2017,10,2017-10,111,-
Germany,Liberia,2017,10,2017-10,16,-
Germany,Libya,2017,10,2017-10,119,-
Germany,Mali,2017,10,2017-10,28,-
Germany,Mongolia,2017,10,2017-10,18,-
Germany,Montenegro,2017,10,2017-10,26,-
Germany,Morocco,2017,10,2017-10,110,-
Germany,Myanmar,2017,10,2017-10,11,-
Germany,Niger,2017,10,2017-10,8,-
Germany,Nigeria,2017,10,2017-10,530,-
Germany,Pakistan,2017,10,2017-10,321,-
Germany,Rep. of Moldova,2017,10,2017-10,39,-
Germany,Russian Federation,2017,10,2017-10,328,-
Germany,Rwanda,2017,10,2017-10,8,-
Germany,Saudi Arabia,2017,10,2017-10,9,-
Germany,Senegal,2017,10,2017-10,14,-
Germany,Serbia and Kosovo: S/RES/1244 (1999),2017,10,2017-10,274,-
Germany,Sierra Leone,2017,10,2017-10,57,-
Germany,Somalia,2017,10,2017-10,475,-
Germany,South Sudan,2017,10,2017-10,11,-
Germany,Sri Lanka,2017,10,2017-10,43,-
Germany,Stateless,2017,10,2017-10,118,-
Germany,Sudan,2017,10,2017-10,279,-
Germany,Syrian Arab Rep.,2017,10,2017-10,3331,-
Germany,Tajikistan,2017,10,2017-10,109,-
Germany,The former Yugoslav Rep. of Macedonia,2017,10,2017-10,136,-
Germany,Togo,2017,10,2017-10,34,-
Germany,Tunisia,2017,10,2017-10,48,-
Germany,Turkey,2017,10,2017-10,1038,-
Germany,Ukraine,2017,10,2017-10,76,-
Germany,Uzbekistan,2017,10,2017-10,6,-
Germany,Various/unknown,2017,10,2017-10,355,-
Germany,Venezuela (Bolivarian Republic of),2017,10,2017-10,23,-
Germany,Viet Nam,2017,10,2017-10,41,-
Germany,Yemen,2017,10,2017-10,43,-
Germany,Zimbabwe,2017,10,2017-10,7,-
Germany,Afghanistan,2018,10,2018-10,867,-
Germany,Albania,2018,10,2018-10,206,-
Germany,Algeria,2018,10,2018-10,67,-
Germany,Angola,2018,10,2018-10,17,-
Germany,Armenia,2018,10,2018-10,96,-
Germany,Azerbaijan,2018,10,2018-10,169,-
Germany,Bangladesh,2018,10,2018-10,21,-
Germany,Belarus,2018,10,2018-10,17,-
Germany,Benin,2018,10,2018-10,12,-
Germany,Bosnia and Herzegovina,2018,10,2018-10,21,-
Germany,Cameroon,2018,10,2018-10,111,-
Germany,China,2018,10,2018-10,39,-
Germany,Colombia,2018,10,2018-10,11,-
Germany,Côte d'Ivoire,2018,10,2018-10,52,-
Germany,Dem. Rep. of the Congo,2018,10,2018-10,18,-
Germany,Egypt,2018,10,2018-10,40,-
Germany,Eritrea,2018,10,2018-10,296,-
Germany,Ethiopia,2018,10,2018-10,91,-
Germany,Gambia,2018,10,2018-10,122,-
Germany,Georgia,2018,10,2018-10,263,-
Germany,Ghana,2018,10,2018-10,66,-
Germany,Guinea,2018,10,2018-10,256,-
Germany,Guinea-Bissau,2018,10,2018-10,27,-
Germany,India,2018,10,2018-10,45,-
Germany,Iran (Islamic Rep. of),2018,10,2018-10,1407,-
Germany,Iraq,2018,10,2018-10,1196,-
Germany,Jordan,2018,10,2018-10,29,-
Germany,Kenya,2018,10,2018-10,23,-
Germany,Kuwait,2018,10,2018-10,9,-
Germany,Kyrgyzstan,2018,10,2018-10,5,-
Germany,Lebanon,2018,10,2018-10,44,-
Germany,Liberia,2018,10,2018-10,7,-
Germany,Libya,2018,10,2018-10,57,-
Germany,Mali,2018,10,2018-10,22,-
Germany,Mongolia,2018,10,2018-10,13,-
Germany,Morocco,2018,10,2018-10,77,-
Germany,Myanmar,2018,10,2018-10,5,-
Germany,Niger,2018,10,2018-10,7,-
Germany,Nigeria,2018,10,2018-10,719,-
Germany,Pakistan,2018,10,2018-10,212,-
Germany,Rep. of Moldova,2018,10,2018-10,57,-
Germany,Russian Federation,2018,10,2018-10,302,-
Germany,Rwanda,2018,10,2018-10,9,-
Germany,Senegal,2018,10,2018-10,24,-
Germany,Serbia and Kosovo: S/RES/1244 (1999),2018,10,2018-10,155,-
Germany,Sierra Leone,2018,10,2018-10,12,-
Germany,Somalia,2018,10,2018-10,359,-
Germany,Sri Lanka,2018,10,2018-10,29,-
Germany,Stateless,2018,10,2018-10,63,-
Germany,Sudan,2018,10,2018-10,39,-
Germany,Syrian Arab Rep.,2018,10,2018-10,3143,-
Germany,Tajikistan,2018,10,2018-10,23,-
Germany,The former Yugoslav Rep. of Macedonia,2018,10,2018-10,126,-
Germany,Togo,2018,10,2018-10,21,-
Germany,Tunisia,2018,10,2018-10,46,-
Germany,Turkey,2018,10,2018-10,1158,-
Germany,Uganda,2018,10,2018-10,12,-
Germany,Ukraine,2018,10,2018-10,76,-
Germany,United Rep. of Tanzania,2018,10,2018-10,10,-
Germany,Various/unknown,2018,10,2018-10,324,-
Germany,Venezuela (Bolivarian Republic of),2018,10,2018-10,50,-
Germany,Viet Nam,2018,10,2018-10,61,-
Germany,Yemen,2018,10,2018-10,79,-
Germany,Zimbabwe,2018,10,2018-10,6,-
Germany,Afghanistan,2013,11,2013-11,811,-
Germany,Albania,2013,11,2013-11,247,-
Germany,Algeria,2013,11,2013-11,154,-
Germany,Angola,2013,11,2013-11,3,-
Germany,Argentina,2013,11,2013-11,1,-
Germany,Armenia,2013,11,2013-11,159,-
Germany,Australia,2013,11,2013-11,1,-
Germany,Azerbaijan,2013,11,2013-11,104,-
Germany,Bangladesh,2013,11,2013-11,55,-
Germany,Belarus,2013,11,2013-11,10,-
Germany,Benin,2013,11,2013-11,8,-
Germany,Bosnia and Herzegovina,2013,11,2013-11,499,-
