"","title","name","vintage","url","isTimeseries","temporal","description","modified"
"244","Vintage 2014 Population Estimates: State Population Estimates by Single Year of Age, Sex, 5 Races, and Hispanic Origin","pep/stchar5",2014,"https://api.census.gov/data/2014/pep/stchar5",NA,"April 1, 2010 - Current","Annual State Resident Population Estimates for 5 Race Groups (5 Race Alone or in Combination Groups) by Age, Sex, and Hispanic Origin // Source: U.S. Census Bureau, Population Division // Note: 'In combination' means in combination with one or more other races. The sum of the five race groups adds to more than the total population because individuals may report more than one race. The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. Responses of 'Some Other Race' from the 2010 Census are modified. This results in differences between the population for specific race categories shown for the 2010 Census population in this file versus those in the original 2010 Census data. For more information, see http://www.census.gov/popest/data/historical/files/MRSF-01-US1.pdf. // For detailed information about the methods used to create the population estimates, see http://www.census.gov/popest/methodology/index.html. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2013) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.","2015-06-09"
"205","Vintage 2013 Population Estimates: State Population Estimates by Single Year of Age, Sex, 6 Races, and Hispanic Origin","pep/stchar6",2013,"https://api.census.gov/data/2013/pep/stchar6",NA,"April 1, 2010 - Current","Annual State Resident Population Estimates for 6 Race Groups (5 Race Alone Groups and Two or More Races) by Age, Sex, and Hispanic Origin: April 1, 2010 to July 1, 2013 // File: 7/1/2013 State Characteristics Population Estimates // Source: U.S. Census Bureau, Population Division // Release Date: June 2014 // Note: The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. Responses of 'Some Other Race' from the 2010 Census are modified. This results in differences between the population for specific race categories shown for the 2010 Census population in this file versus those in the original 2010 Census data. For more information, see http://www.census.gov/popest/data/historical/files/MRSF-01-US1.pdf. // For detailed information about the methods used to create the population estimates, see http://www.census.gov/popest/methodology/index.html. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2013) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.","2014-10-22"
"245","Vintage 2014 Population Estimates: State Population Estimates by Single Year of Age, Sex, 6 Races, and Hispanic Origin","pep/stchar6",2014,"https://api.census.gov/data/2014/pep/stchar6",NA,"April 1, 2010 - Current","Annual State Resident Population Estimates for 6 Race Groups (5 Race Alone Groups and Two or More Races) by Age, Sex, and Hispanic Origin // Source: U.S. Census Bureau, Population Division // Note: The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. Responses of 'Some Other Race' from the 2010 Census are modified. This results in differences between the population for specific race categories shown for the 2010 Census population in this file versus those in the original 2010 Census data. For more information, see http://www.census.gov/popest/data/historical/files/MRSF-01-US1.pdf. // For detailed information about the methods used to create the population estimates, see http://www.census.gov/popest/methodology/index.html. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2013) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.","2015-06-09"
"206","Vintage 2013 Population Estimates: Subcounty Population Places and MCDs","pep/subcty",2013,"https://api.census.gov/data/2013/pep/subcty",NA,"April 1, 2010 - Current","Subcounty Resident Population Estimates: April 1, 2010 to July 1, 2013 // File: 7/1/2013 Subcounty Population Estimates // Source: U.S. Census Bureau, Population Division // Release Date: May 2014 // Note: The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. See Geographic Terms and Definitions at http://www.census.gov/popest/about/geo/terms.html for a list of the states that are included in each region and division. For functional status codes, see http://www.census.gov/geo/reference/codes/place.html. All geographic boundaries for these population estimates are as of January 1, 2013. An (X) in the 2010 Census field indicates a government that was formed or incorporated after the 2010 Census. See additional information on these areas in the Geographic Boundary Change Notes (http://www.census.gov/geo/reference/boundary-changes.html). For population estimates methodology statements, see http://www.census.gov/popest/methodology/index.html. // The estimates base populations for the unincorporated part of Gadsden County, FL and Rockwell City city, IA (located in Calhoun County) include different group quarters population than enumerated in the 2010 Census. After comparison with other Census Bureau data collection efforts, the Census Bureau determined that the 2010 Census enumeration of the group quarters population in these areas was incomplete. Although not eligible for the Count Question Resolution program, the Census Bureau concluded that including the additional group quarters population for these two areas into the population estimates base would provide more accurate estimates for each area. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2013) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.","2014-08-20"
"246","Vintage 2014 Population Estimates: Subcounty Population Places and MCDs","pep/subcty",2014,"https://api.census.gov/data/2014/pep/subcty",NA,"April 1, 2010 - Current","Subcounty Resident Population Estimates // Source: U.S. Census Bureau, Population Division // Note: The estimates are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. See Geographic Terms and Definitions at http://www.census.gov/popest/about/geo/terms.html for a list of the states that are included in each region and division. For functional status codes, see http://www.census.gov/geo/reference/codes/place.html. All geographic boundaries for these population estimates are as of current vintage year. An (X) in the 2010 Census field indicates a government that was formed or incorporated after the 2010 Census. See additional information on these areas in the Geographic Boundary Change Notes (http://www.census.gov/geo/reference/boundary-changes.html). For population estimates methodology statements, see http://www.census.gov/popest/methodology/index.html. // The estimates base populations for the unincorporated part of Gadsden County, FL and Rockwell City city, IA (located in Calhoun County) include different group quarters population than enumerated in the 2010 Census. After comparison with other Census Bureau data collection efforts, the Census Bureau determined that the 2010 Census enumeration of the group quarters population in these areas was incomplete. Although not eligible for the Count Question Resolution program, the Census Bureau concluded that including the additional group quarters population for these two areas into the population estimates base would provide more accurate estimates for each area. // Each year, the Census Bureau's Population Estimates Program (PEP) utilizes current data on births, deaths, and migration to calculate population change since the most recent decennial census, and produces a time series of estimates of population. The annual time series of estimates begins with the most recent decennial census data and extends to the vintage year. The vintage year (e.g., V2014) refers to the final year of the time series. The reference date for all estimates is July 1, unless otherwise specified. With each new issue of estimates, the Census Bureau revises estimates for years back to the last census. As each vintage of estimates includes all years since the most recent decennial census, the latest vintage of data available supersedes all previously produced estimates for those dates. The Population Estimates Program provides additional information including historical and intercensal estimates, evaluation estimates, demographic analysis, and research papers on its website: http://www.census.gov/popest/index.html.","2015-05-11"
"415","National Population Projections: Projected Population by Age Group, Sex, Race, and Hispanic Origin for the United States: 2016-2060","popproj/agegroups",2017,"https://api.census.gov/data/2017/popproj/agegroups",NA,"unidentified","Projected Population by Age Group, Sex, Race, and Hispanic Origin for the United States: 2016-2060 // Source: U.S. Census Bureau, Population Division // There are four projection scenarios: 1. Main series, 2. High Immigration series, 3. Low Immigration series, and 4. Zero Immigration series. // Note: 'In combination' means in combination with one or more other races. The sum of the five race-in-combination groups adds to more than the total population because individuals may report more than one race. Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. // The projections generally do not precisely agree with population estimates available elsewhere on the Census Bureau website for methodological reasons. Where both estimates and projections are available for a given time reference, it is recommended that you use the population estimates as the measure of the current population. // For detailed information about the methods used to create the population projections, see https://www2.census.gov/programs-surveys/popproj/technical-documentation/methodology/methodstatement17.pdf. // Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. The Population Estimates and Projections Program provides additional information on its website: https://www.census.gov/programs-surveys/popproj.html.","2019-10-03 06:53:37"
"173","2012 National Population Projections: Projected Births","popproj/births",2012,"https://api.census.gov/data/2012/popproj/births",NA,"July 1, 2012 - July 1, 2060","Projected Births by Sex, Race, and Hispanic Origin for the United States: 2012 to 2060   File: 2012 National Population Projections  Source: U.S. Census Bureau, Population Division Release Date: December 2012  NOTE:  Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race.   The projections generally do not precisely agree with population estimates available elsewhere on the Census Bureau website for methodological reasons. Where both estimates and projections are available for a given time reference, we recommend that you use the population estimates as the measure of the current population.   For detailed information about the methods used to create the population projections, see  http://www.census.gov/population/projections/methodology/.  ***  The U.S. Census Bureau periodically produces projections of the United States resident population by age, sex, race, and Hispanic origin. Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. In some cases, several series of projections are produced based on alternative assumptions for future fertility, life expectancy, net international migration, and (for state-level projections) state-to-state or domestic migration.  Additional information is available on the Population Projections website: http://www.census.gov/population/projections/.","2016-02-16"
"416","National Population Projections: Projected Births by Sex, Race, and Hispanic Origin for the United States: 2016-2060","popproj/births",2017,"https://api.census.gov/data/2017/popproj/births",NA,"unidentified","Projected Births by Sex, Race, and Hispanic Origin for the United States: 2016-2060 // Source: U.S. Census Bureau, Population Division // There are four projection scenarios: 1. Main series, 2. High Immigration series, 3. Low Immigration series, and 4. Zero Immigration series. // Note: Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. All projected births are considered native born. // For detailed information about the methods used to create the population projections, see https://www2.census.gov/programs-surveys/popproj/technical-documentation/methodology/methodstatement17.pdf. // Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. The Population Estimates and Projections Program provides additional information on its website: https://www.census.gov/programs-surveys/popproj.html.","2019-10-03 06:53:44"
"174","2012 National Population Projections: Projected Deaths","popproj/deaths",2012,"https://api.census.gov/data/2012/popproj/deaths",NA,"July 1, 2012 - July 1, 2060","Projected Deaths by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2012 to 2060  File: 2012 National Population Projections  Source: U.S. Census Bureau, Population Division Release Date: December 2012  NOTE:  Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race.   The projections generally do not precisely agree with population estimates available elsewhere on the Census Bureau website for methodological reasons. Where both estimates and projections are available for a given time reference, we recommend that you use the population estimates as the measure of the current population.   For detailed information about the methods used to create the population projections, see  http://www.census.gov/population/projections/methodology/.  ***  The U.S. Census Bureau periodically produces projections of the United States resident population by age, sex, race, and Hispanic origin. Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. In some cases, several series of projections are produced based on alternative assumptions for future fertility, life expectancy, net international migration, and (for state-level projections) state-to-state or domestic migration.  Additional information is available on the Population Projections website: http://www.census.gov/population/projections/.","2016-02-16"
"417","National Population Projections: Projected Population by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2016-2060","popproj/deaths",2017,"https://api.census.gov/data/2017/popproj/deaths",NA,"unidentified","Projected Deaths by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2016-2060 // Source: U.S. Census Bureau, Population Division // There are four projection scenarios: 1. Main series, 2. High Immigration series, 3. Low Immigration series, and 4. Zero Immigration series. // Note: Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. // For detailed information about the methods used to create the population projections, see https://www2.census.gov/programs-surveys/popproj/technical-documentation/methodology/methodstatement17.pdf. // Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. The Population Estimates and Projections Program provides additional information on its website: https://www.census.gov/programs-surveys/popproj.html.","2019-10-03 06:53:51"
"418","National Population Projections: Projected Population by Single Year of Age, Sex, Race, and Hispanic Origin, and Nativity for the United States: 2016-2060","popproj/nat",2017,"https://api.census.gov/data/2017/popproj/nat",NA,"unidentified","Projected Population by Single Year of Age, Sex, Race, Hispanic Origin, and Nativity for the United States: 2016-2060 // Source: U.S. Census Bureau, Population Division // There are four projection scenarios: 1. Main series, 2. High Immigration series, 3. Low Immigration series, and 4. Zero Immigration series. // Note: Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. // For detailed information about the methods used to create the population projections, see https://www2.census.gov/programs-surveys/popproj/technical-documentation/methodology/methodstatement17.pdf. // Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. The Population Estimates and Projections Program provides additional information on its website: https://www.census.gov/programs-surveys/popproj.html.","2019-10-03 06:54:00"
"175","2012 National Population Projections: Projected Net International Migration by Single Year of age","popproj/nim",2012,"https://api.census.gov/data/2012/popproj/nim",NA,"July 1, 2012 - July 1, 2060","Projected Net International Migration by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2012 to 2060  File: 2012 National Population Projections  Source: U.S. Census Bureau, Population Division Release Date: December 2012  NOTE:  Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race.   The projections generally do not precisely agree with population estimates available elsewhere on the Census Bureau website for methodological reasons. Where both estimates and projections are available for a given time reference, we recommend that you use the population estimates as the measure of the current population.   For detailed information about the methods used to create the population projections, see  http://www.census.gov/population/projections/methodology/.  ***  The U.S. Census Bureau periodically produces projections of the United States resident population by age, sex, race, and Hispanic origin. Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. In some cases, several series of projections are produced based on alternative assumptions for future fertility, life expectancy, net international migration, and (for state-level projections) state-to-state or domestic migration.  Additional information is available on the Population Projections website: http://www.census.gov/population/projections/.","2016-02-16"
"421","National Population Projections: Projected Net International Migration by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2016-2060","popproj/nim",2017,"https://api.census.gov/data/2017/popproj/nim",NA,"unidentified","Projected Net International Migration by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2016-2060 // Source: U.S. Census Bureau, Population Division // There are four projection scenarios: 1. Main series, 2. High Immigration series, 3. Low Immigration series, and 4. Zero Immigration series. // Note: Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. // For detailed information about the methods used to create the population projections, see https://www2.census.gov/programs-surveys/popproj/technical-documentation/methodology/methodstatement17.pdf. // Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. The Population Estimates and Projections Program provides additional information on its website: https://www.census.gov/programs-surveys/popproj.html.","2019-10-03 06:54:10"
"176","2012 National Population Projections: Projected Population by Single Year of Age","popproj/pop",2012,"https://api.census.gov/data/2012/popproj/pop",NA,"July 1, 2012 - July 1, 2060","Projected Population by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2012 to 2060  File: 2012 National Population Projections  Source: U.S. Census Bureau, Population Division Release Date: December 2012  NOTE:  Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race.   The projections generally do not precisely agree with population estimates available elsewhere on the Census Bureau website for methodological reasons. Where both estimates and projections are available for a given time reference, we recommend that you use the population estimates as the measure of the current population.   For detailed information about the methods used to create the population projections, see  http://www.census.gov/population/projections/methodology/.  ***  The U.S. Census Bureau periodically produces projections of the United States resident population by age, sex, race, and Hispanic origin. Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. In some cases, several series of projections are produced based on alternative assumptions for future fertility, life expectancy, net international migration, and (for state-level projections) state-to-state or domestic migration.  Additional information is available on the Population Projections website: http://www.census.gov/population/projections/.","2016-02-16"
"423","National Population Projections: Projected Population by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2016-2060","popproj/pop",2017,"https://api.census.gov/data/2017/popproj/pop",NA,"unidentified","Projected Population by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2016 to 2060 // Source: U.S. Census Bureau, Population Division // There are four projection scenarios: 1. Main series, 2. High Immigration series, 3. Low Immigration series, and 4. Zero Immigration series. // Note: 'In combination' means in combination with one or more other races. The sum of the five race-in-combination groups adds to more than the total population because individuals may report more than one race. Hispanic origin is considered an ethnicity, not a race. Hispanics may be of any race. // The projections generally do not precisely agree with population estimates available elsewhere on the Census Bureau website for methodological reasons. Where both estimates and projections are available for a given time reference, it is recommended that you use the population estimates as the measure of the current population. // For detailed information about the methods used to create the population projections, see https://www2.census.gov/programs-surveys/popproj/technical-documentation/methodology/methodstatement17.pdf. // Population projections are estimates of the population for future dates. They are typically based on an estimated population consistent with the most recent decennial census and are produced using the cohort-component method. Projections illustrate possible courses of population change based on assumptions about future births, deaths, net international migration, and domestic migration. The Population Estimates and Projections Program provides additional information on its website: https://www.census.gov/programs-propproj.html","2019-10-03 06:54:17.0"
"177","2012 Public Elementary-Secondary Education Finance: Individual Unit Tables","pubschlfin",2012,"https://api.census.gov/data/2012/pubschlfin",NA,"2012/2012","The survey covers all public school systems that provide elementary or secondary education (PK-12). The data include revenue by source (local property tax, monies from other school systems, private tuition and transportation payments, school lunch charges, direct state aid, and federal aid passed through the state government), expenditure by function and object (instruction, support service functions, salaries, and capital outlay), indebtedness, and cash and investments.","2014-09-30"
"112","2012 Survey of Business Owners: Company Summary","sbo",2012,"https://api.census.gov/data/2012/sbo",NA,"2012","The Survey of Business Owners (SBO) provides the only comprehensive, regularly collected source of information on selected economic and demographic characteristics for businesses and business owners by gender, ethnicity, race, and veteran status. Data have been collected every 5 years since 1972, for years ending in '2' and '7' as part of the economic census. The program began as a special project for minority-owned businesses in 1969 and was incorporated into the economic census in 1972 along with the Survey of Women-Owned Businesses. Read more information about The Survey of Business Owners. https://www.census.gov/programs-surveys/sbo/about.html","2018-06-21"
"179","2012 Survey of Business Owners: Characteristics of Business","sbo/cscb",2012,"https://api.census.gov/data/2012/sbo/cscb",NA,"2012","The Survey of Business Owners (SBO) provides the only comprehensive, regularly collected source of information on selected economic and demographic characteristics for businesses and business owners by gender, ethnicity, race, and veteran status. Data have been collected every 5 years since 1972, for years ending in '2' and '7' as part of the economic census. The program began as a special project for minority-owned businesses in 1969 and was incorporated into the economic census in 1972 along with the Survey of Women-Owned Businesses. Read more information about The Survey of Business Owners. https://www.census.gov/programs-surveys/sbo/about.html","2018-06-21"
"181","2012 Survey of Business Owners: Characteristics of Business Owners","sbo/cscbo",2012,"https://api.census.gov/data/2012/sbo/cscbo",NA,"2012","The Survey of Business Owners (SBO) provides the only comprehensive, regularly collected source of information on selected economic and demographic characteristics for businesses and business owners by gender, ethnicity, race, and veteran status. Data have been collected every 5 years since 1972, for years ending in '2' and '7' as part of the economic census. The program began as a special project for minority-owned businesses in 1969 and was incorporated into the economic census in 1972 along with the Survey of Women-Owned Businesses. Read more information about The Survey of Business Owners. https://www.census.gov/programs-surveys/sbo/about.html","2018-06-21"
"21","1990 Decennial Census of Population and Housing - Summary File 1: Summary File 1","sf1",1990,"https://api.census.gov/data/1990/sf1",NA,"1990/1990","Summary File 1 (SF 1) contains detailed tables focusing on age, sex, households, families, and housing units. These tables provide in-depth figures by race and Hispanic origin; some tables are repeated for each of nine race/Latino groups. Counts also are provided for over forty American Indian and Alaska Native tribes and for groups within race categories. The race categories include eighteen Asian groups and twelve Native Hawaiian and Other Pacific Islander groups. Counts of persons of Hispanic origin by country of origin (twenty-eight groups) are also shown.  Summary File 1 presents data for the United States, the 50 states, and the District of Columbia in a hierarchical sequence down to the block level for many tabulations, but only to the census tract level for others. Summaries are included for other geographic areas such as ZIP Code Tabulation Areas (ZCTAs) and Congressional districts.  Geographic coverage for Puerto Rico is comparable to the 50 states. Data are presented in a hierarchical sequence down the block level for many tabulations, but only to the census tract level for others. Geographic areas include barrios, barrios-pueblo, subbarrios, places, census tracts, block groups, and blocks. Summaries also are included for other geographic areas such as ZIP Code Tabulation Areas (ZCTAs).  Puerto Rico data will be loaded in January 2017.","2016-12-16"
"19","2000 Decennial: Summary File 1","sf1",2000,"https://api.census.gov/data/2000/sf1",NA,"2000","Data files available from Census 2000 and the 2010 Census. This file presents 100-percent population and housing figures for the total population, for 63 race categories, and for many other race and Hispanic or Latino categories. This includes age, sex, households, household relationship, housing units, occupancy status, and tenure (whether the residence is owned or rented). Also included are selected characteristics for a limited number of race and Hispanic or Latino categories. The data are available for the U.S., regions, divisions, states, counties, county subdivisions, places, census tracts, block groups, blocks, metropolitan areas (2000), core based statistical areas (2010), American Indian and Alaska Native areas, tribal subdivisions, Hawaiian home lands, congressional districts, and ZIP Code Tabulation Areas. Data are available down to the block level for many tabulations, but only to the census-tract level for others. The 2010 Census SF 1 has some tables on the population in group quarters that are available only to the county level. Available on DVD and American FactFinder.  The Census 2000 Summary File 1 data were released in three stages. Individual state files and two national files were released. The state-level data were released first, followed by the Advance National File, which covered the same data subjects, but includes national level summary data for areas that cross state boundaries such as whole metropolitan areas, whole American Indian areas, etc. The Final National File contains the same data subjects and geographic areas as the Advance National File, but adds the first available urban/rural and urbanized area data. For the most current release dates for these files, see the ""Census 2000 Release Schedule"" link on the AFFAmerican FactFinder Main Page.  The 2010 Census Summaray File 1 data were released in stages. Individual state files and a national update were released in 2011. The SF 1 urban/rural update is planned for release in Fall 2012. This file contains the same data subjects as the previously released files, but for additional geography, including the urban and rural parts of the United States, regions, divisions, states, counties, and places; and urbanized areas and urban clusters. See the 2010 Census Data Products At A Glance",NA
"22","1990 Decennial Census of Population and Housing - Summary File 3: Summary File 3","sf3",1990,"https://api.census.gov/data/1990/sf3",NA,"1990/1990","The census of population and housing, taken by the Census Bureau in years ending in 0 (zero). Article I of the Constitution requires that a census be taken every ten years for the purpose of reapportioning the U.S. House of Representatives. Title 13 of the U. S. Code provides the authorization for conducting the census in Puerto Rico and the Island Areas. After each decennial census, the results are released to the public in a variety of ways, including publishing multiple series of reports titled Census of Population and Housing. The abbreviation for these reports was CPH for some decades (including 1990 and 2010) and PHC for some decades (including 1970 and 2000).","2012-06-06"
"23","2000 Decennial: Summary File 3","sf3",2000,"https://api.census.gov/data/2000/sf3",NA,"2000","This Census 2000 file presents data on the population and housing long form subjects such as income and education. It includes population totals for ancestry groups. It also includes selected characteristics for a limited number of race and Hispanic or Latino categories. The data are available for the U.S., regions, divisions, states, counties, county subdivisions, places, census tracts, block groups, metropolitan areas, American Indian and Alaska Native areas, tribal subdivisions, Hawaiian home lands, congressional districts, and Zip Code Tabulation Areas. Available on CD-ROM, DVD, and American FactFinder.  After Census 2000, data on these subjects were produced from the American Community Survey or the Puerto Rico Community Survey.","2017-05-23"
"26","2000 Decennial Census of Population and Housing: Surnames","surname",2000,"https://api.census.gov/data/2000/surname",NA,"2000/2000","The Census Bureau's Census surnames product is a data release based on names recorded in the decennial census.  The product contains rank and frequency data on surnames reported 100 or more times in the decennial census, along with Hispanic origin and race category percentages.  The latter are suppressed where necessary for confidentiality.  The data focus on summarized aggregates of counts and characteristics associated with surnames, and the data do not in any way identify any specific individuals.","2016-12-15"
"88","2010 Decennial Census of Population and Housing: Surnames","surname",2010,"https://api.census.gov/data/2010/surname",NA,"2010/2010","The Census Bureau's Census surnames product is a data release based on names recorded in the decennial census.  The product contains rank and frequency data on surnames reported 100 or more times in the decennial census, along with Hispanic origin and race category percentages.  The latter are suppressed where necessary for confidentiality.  The data focus on summarized aggregates of counts and characteristics associated with surnames, and the data do not in any way identify any specific individuals.","2016-12-15"
"321","Time Series Annual Survey of Manufactures: Statistics for Industry Groups and Industries","timeseries/asm/industry",NA,"https://api.census.gov/data/timeseries/asm/industry",TRUE,"Time Series","The Annual Survey of Manufactures (ASM) provides key intercensal measures of manufacturing activity, products, and location for the public and private sectors. The ASM provides the best current measure of current U.S. manufacturing industry outputs, inputs, and operating status, and is the primary basis for updates of the Longitudinal Research Database (LRD). Census Bureau staff and academic researchers with sworn agent status use the LRD for micro data analysis.","2018-06-29"
"324","Time Series Annual Survey of Manufactures: Value of Shipments for Product Classes","timeseries/asm/product",NA,"https://api.census.gov/data/timeseries/asm/product",TRUE,"Time Series","The Annual Survey of Manufactures (ASM) provides key intercensal measures of manufacturing activity, products, and location for the public and private sectors. The ASM provides the best current measure of current U.S. manufacturing industry outputs, inputs, and operating status, and is the primary basis for updates of the Longitudinal Research Database (LRD). Census Bureau staff and academic researchers with sworn agent status use the LRD for micro data analysis.","2017-12-15"
"326","Time Series Annual Survey of Manufactures: Statistics for All Manufacturing by State","timeseries/asm/state",NA,"https://api.census.gov/data/timeseries/asm/state",TRUE,"Time Series","The Annual Survey of Manufactures (ASM) provides key intercensal measures of manufacturing activity, products, and location for the public and private sectors. The ASM provides the best current measure of current U.S. manufacturing industry outputs, inputs, and operating status, and is the primary basis for updates of the Longitudinal Research Database (LRD). Census Bureau staff and academic researchers with sworn agent status use the LRD for micro data analysis.","2017-12-15"
"328","Time Series Business Dynamics Statistics: Firm Statistics","timeseries/bds/firms",NA,"https://api.census.gov/data/timeseries/bds/firms",TRUE,"1977 - Current","The Business Dynamics Statistics (BDS) is a public use data set of annual aggregate statistics describing establishment openings and closings, firm startups, job creation and destruction by firm size, age, industrial sector, and state. For more information about the dataset set https://www.census.gov/ces/dataproducts/bds/index.html","2015-09-24"
"329","Time Series Economic Indicators Time Series -: Advance Report on Durable Goods Manufacturers' Shipments, Inventories, and Orders","timeseries/eits/advm3",NA,"https://api.census.gov/data/timeseries/eits/advm3",TRUE,"January 1992 - Current","The U.S. Census Bureau.s economic indicator surveys provide monthly and quarterly data that are timely, reliable, and offer comprehensive measures of the U.S. economy. These surveys produce a variety of statistics covering construction, housing, international trade, retail trade, wholesale trade, services and manufacturing. The survey data provide measures of economic activity that allow analysis of economic performance and inform business investment and policy decisions. Other data included, which are not considered principal economic indicators, are the Quarterly Summary of State & Local Taxes, Quarterly Survey of Public Pensions, and the Manufactured Homes Survey.  For information on the reliability and use of the data, including important notes on estimation and sampling variance, seasonal adjustment, measures of sampling variability, and other information pertinent to the economic indicators, visit the individual programs' webpages - http://www.census.gov/cgi-bin/briefroom/BriefRm.","2019-07-17"
